181	0
073	1
0314	2
1241	3
044	4
195	5
028	6
1032	7
0256	8
0831	9
0254	10
120	11
081	12
064	13
032	14
1051	15
061	16
1312	17
1243	18
0213	19
0312	20
1821	21
185	22
054	23
112	24
1044	25
0841	26
105	27
0832	28
0342	29
024	30
1221	31
072	32
1452	33
1013	34
1322	35
1721	36
1222	37
1722	38
138	39
055	40
126	41
142	42
0232	43
012	44
1043	45
116	46
1431	47
1832	48
0231	49
1622	50
1056	51
0234	52
060	53
183	54
165	55
0233	56
053	57
020	58
0252	59
046	60
0863	61
075	62
1011	63
107	64
0834	65
023	66
1123	67
129	68
1042	69
0352	70
150	71
202	72
092	73
1232	74
1432	75
121	76
2041	77
1441	78
015	79
010	80
108	81
125	82
173	83
080	84
172	85
0331	86
1244	87
0813	88
186	89
1831	90
182	91
103	92
074	93
026	94
122	95
063	96
128	97
0244	98
130	99
0242	100
161	101
174	102
043	103
1833	104
175	105
0873	106
1242	107
106	108
162	109
190	110
091	111
153	112
1412	113
1711	114
1121	115
184	116
101	117
033	118
0332	119
011	120
0311	121
1211	122
016	123
1411	124
085	125
1231	126
140	127
1033	128
0812	129
0351	130
030	131
022	132
042	133
0833	134
143	135
1421	136
170	137
144	138
1212	139
1014	140
1712	141
104	142
134	143
1031	144
0861	145
1224	146
1623	147
111	148
082	149
019	150
025	151
1823	152
194	153
0344	154
0313	155
0341	156
0842	157
034	158
070	159
203	160
1245	161
0255	162
124	163
171	164
1233	165
102	166
0354	167
0211	168
0871	169
062	170
036	171
160	172
1052	173
0872	174
0243	175
152	176
038	177
1246	178
1124	179
050	180
0811	181
191	182
131	183
114	184
014	185
0874	186
1723	187
1055	188
052	189
051	190
035	191
164	192
1041	193
1125	194
163	195
0333	196
037	197
1234	198
0814	199
127	200
056	201
1661	202
1724	203
1223	204
018	205
0241	206
083	207
137	208
133	209
151	210
113	211
1122	212
013	213
0353	214
045	215
0355	216
154	217
0214	218
141	219
139	220
057	221
021	222
1053	223
115	224
031	225
071	226
1313	227
166	228
193	229
1621	230
1451	231
017	232
0356	233
090	234
132	235
0251	236
196	237
093	238
0253	239
1422	240
0212	241
1213	242
027	243
0334	244
192	245
0862	246
1054	247
145	248
039	249
180	250
2042	251
041	252
094	253
1311	254
1822	255
040	256
1321	257
100	258
